* This is the BiomeMobWeight report file that is output every time the server starts.
* 
* Spawn Balance Utility (SBU) will use this file ONLY if it is renamed to BiomeMobWeight.csv.
* Lines starting with '*' are comments and ignored
* When this file is read, SBU writes summary information to the log file.
* 
1, ocean, alexscaves:abyssal_chasm, MONSTER, alexscaves:deep_one_mage, 10, 1, 1
5252, plains, regions_unexplored:grassland, MONSTER, born_in_chaos_v1:swarmer, 11, 1, 1
5253, plains, regions_unexplored:grassland, MONSTER, born_in_chaos_v1:zombie_bruiser, 16, 1, 1
5254, plains, regions_unexplored:grassland, MONSTER, born_in_chaos_v1:zombie_clown, 10, 1, 1
5255, plains, regions_unexplored:grassland, MONSTER, born_in_chaos_v1:zombie_fisherman, 30, 1, 1
5256, plains, regions_unexplored:grassland, MONSTER, born_in_chaos_v1:zombie_lumberjack, 25, 1, 1
5257, plains, regions_unexplored:grassland, MONSTER, mekanismadditions:baby_creeper, 50, 2, 2
5258, plains, regions_unexplored:grassland, MONSTER, mekanismadditions:baby_enderman, 10, 1, 2
5259, plains, regions_unexplored:grassland, MONSTER, mekanismadditions:baby_skeleton, 50, 2, 2
5260, plains, regions_unexplored:grassland, CREATURE, minecraft:sheep, 12, 4, 4
5261, plains, regions_unexplored:grassland, CREATURE, minecraft:pig, 10, 4, 4
5262, plains, regions_unexplored:grassland, CREATURE, minecraft:chicken, 10, 4, 4
5263, plains, regions_unexplored:grassland, CREATURE, minecraft:cow, 10, 4, 4
5264, plains, regions_unexplored:grassland, CREATURE, minecraft:horse, 10, 2, 6
5265, plains, regions_unexplored:grassland, CREATURE, minecraft:donkey, 10, 1, 3
5266, plains, regions_unexplored:grassland, CREATURE, naturalist:butterfly, 10, 3, 6
5267, plains, regions_unexplored:grassland, CREATURE, naturalist:robin, 10, 3, 4
5268, plains, regions_unexplored:grassland, CREATURE, naturalist:snail, 10, 2, 3
5269, plains, regions_unexplored:grassland, CREATURE, naturalist:snake, 10, 1, 1
5270, plains, regions_unexplored:grassland, CREATURE, naturalist:sparrow, 10, 3, 4
5271, plains, regions_unexplored:grassland, CREATURE, alexsmobs:raccoon, 10, 2, 4
5272, plains, regions_unexplored:grassland, CREATURE, alexsmobs:crow, 10, 3, 5
5273, plains, regions_unexplored:grassland, CREATURE, fallout_wastelands_:brahmin, 60, 2, 5
5274, plains, regions_unexplored:grassland, CREATURE, born_in_chaos_v1:thornshell_crab, 10, 1, 1
5275, plains, regions_unexplored:grassland, AMBIENT, minecraft:bat, 10, 8, 8
5276, plains, regions_unexplored:grassland, AMBIENT, naturalist:firefly, 10, 2, 4
5277, plains, regions_unexplored:grassland, AMBIENT, alexsmobs:fly, 10, 2, 3
5278, plains, regions_unexplored:grassland, AMBIENT, alexsmobs:cockroach, 10, 5, 5
5279, plains, regions_unexplored:grassland, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
5280, plains, regions_unexplored:grassland, WATER_CREATURE, born_in_chaos_v1:corpse_fish, 10, 3, 5
5281, plains, regions_unexplored:grassland, WATER_CREATURE, born_in_chaos_v1:glutton_fish, 10, 1, 1
5282, plains, regions_unexplored:grassland, WATER_CREATURE, thalassophobia:jellyfish, 40, 13, 30
5283, plains, regions_unexplored:grassland, WATER_AMBIENT, alexsmobs:devils_hole_pupfish, 23, 5, 12
5284, beach, regions_unexplored:grassy_beach, MONSTER, minecraft:spider, 80, 4, 4
5285, beach, regions_unexplored:grassy_beach, MONSTER, minecraft:zombie, 80, 4, 4
5286, beach, regions_unexplored:grassy_beach, MONSTER, minecraft:zombie_villager, 10, 1, 1
5287, beach, regions_unexplored:grassy_beach, MONSTER, minecraft:skeleton, 80, 4, 4
5288, beach, regions_unexplored:grassy_beach, MONSTER, minecraft:creeper, 80, 4, 4
5289, beach, regions_unexplored:grassy_beach, MONSTER, minecraft:slime, 80, 4, 4
5290, beach, regions_unexplored:grassy_beach, MONSTER, minecraft:enderman, 5, 1, 4
5291, beach, regions_unexplored:grassy_beach, MONSTER, minecraft:witch, 5, 1, 1
5292, beach, regions_unexplored:grassy_beach, MONSTER, alexsmobs:centipede_head, 10, 1, 1
5293, beach, regions_unexplored:grassy_beach, MONSTER, alexsmobs:farseer, 30, 1, 1
5294, beach, regions_unexplored:grassy_beach, MONSTER, alexsmobs:murmur, 10, 1, 1
5295, beach, regions_unexplored:grassy_beach, MONSTER, born_in_chaos_v1:baby_skeleton, 25, 1, 2
5296, beach, regions_unexplored:grassy_beach, MONSTER, born_in_chaos_v1:baby_spider, 16, 3, 5
5297, beach, regions_unexplored:grassy_beach, MONSTER, born_in_chaos_v1:barrel_zombie, 25, 1, 1
5298, beach, regions_unexplored:grassy_beach, MONSTER, born_in_chaos_v1:bloody_gadfly, 15, 1, 1
5299, beach, regions_unexplored:grassy_beach, MONSTER, born_in_chaos_v1:bonescaller, 11, 1, 1
5300, beach, regions_unexplored:grassy_beach, MONSTER, born_in_chaos_v1:corpse_fly, 12, 1, 3
5301, beach, regions_unexplored:grassy_beach, MONSTER, born_in_chaos_v1:dark_vortex, 14, 1, 1
5302, beach, regions_unexplored:grassy_beach, MONSTER, born_in_chaos_v1:decaying_zombie, 30, 1, 1
5303, beach, regions_unexplored:grassy_beach, MONSTER, born_in_chaos_v1:decrepit_skeleton, 20, 1, 1
5304, beach, regions_unexplored:grassy_beach, MONSTER, born_in_chaos_v1:dire_hound_leader, 10, 1, 1
5305, beach, regions_unexplored:grassy_beach, MONSTER, born_in_chaos_v1:door_knight, 13, 1, 1
5306, beach, regions_unexplored:grassy_beach, MONSTER, born_in_chaos_v1:dread_hound, 15, 3, 5
5307, beach, regions_unexplored:grassy_beach, MONSTER, born_in_chaos_v1:fallen_chaos_knight, 10, 1, 1
5308, beach, regions_unexplored:grassy_beach, MONSTER, golemoverhaul:slime_golem, 25, 1, 2
5309, beach, regions_unexplored:grassy_beach, MONSTER, born_in_chaos_v1:krampus, 10, 1, 1
5310, beach, regions_unexplored:grassy_beach, MONSTER, born_in_chaos_v1:krampus_henchman, 10, 2, 3
5311, beach, regions_unexplored:grassy_beach, MONSTER, born_in_chaos_v1:lifestealer, 10, 1, 1
5312, beach, regions_unexplored:grassy_beach, MONSTER, born_in_chaos_v1:missioner, 10, 1, 1
5313, beach, regions_unexplored:grassy_beach, MONSTER, born_in_chaos_v1:mother_spider, 15, 1, 1
5314, beach, regions_unexplored:grassy_beach, MONSTER, born_in_chaos_v1:mr_pumpkin, 15, 1, 3
5315, beach, regions_unexplored:grassy_beach, MONSTER, born_in_chaos_v1:mrs_pumpkin, 13, 1, 1
5316, beach, regions_unexplored:grassy_beach, MONSTER, born_in_chaos_v1:nightmare_stalker, 10, 1, 1
5317, beach, regions_unexplored:grassy_beach, MONSTER, born_in_chaos_v1:phantom_creeper, 10, 1, 1
5318, beach, regions_unexplored:grassy_beach, MONSTER, born_in_chaos_v1:pumpkin_bruiser, 10, 1, 1
5319, beach, regions_unexplored:grassy_beach, MONSTER, born_in_chaos_v1:restless_spirit, 20, 1, 1
5320, beach, regions_unexplored:grassy_beach, MONSTER, born_in_chaos_v1:senor_pumpkin, 10, 1, 2
5321, beach, regions_unexplored:grassy_beach, MONSTER, more_critters:shriekbat, 10, 1, 1
5322, beach, regions_unexplored:grassy_beach, MONSTER, born_in_chaos_v1:siamese_skeletons, 16, 1, 1
5323, beach, regions_unexplored:grassy_beach, MONSTER, born_in_chaos_v1:sir_pumpkinhead, 10, 1, 1
5324, beach, regions_unexplored:grassy_beach, MONSTER, born_in_chaos_v1:skeleton_demoman, 12, 1, 1
5325, beach, regions_unexplored:grassy_beach, MONSTER, born_in_chaos_v1:skeleton_thrasher, 10, 1, 1
5326, beach, regions_unexplored:grassy_beach, MONSTER, born_in_chaos_v1:spirit_guide_assistant, 10, 2, 2
5327, beach, regions_unexplored:grassy_beach, MONSTER, born_in_chaos_v1:spirit_guide, 16, 1, 1
5328, beach, regions_unexplored:grassy_beach, MONSTER, born_in_chaos_v1:spiritof_chaos, 10, 1, 1
5329, beach, regions_unexplored:grassy_beach, MONSTER, born_in_chaos_v1:supreme_bonescaller, 10, 1, 1
5330, beach, regions_unexplored:grassy_beach, MONSTER, born_in_chaos_v1:swarmer, 11, 1, 1
5331, beach, regions_unexplored:grassy_beach, MONSTER, born_in_chaos_v1:zombie_bruiser, 16, 1, 1
5332, beach, regions_unexplored:grassy_beach, MONSTER, born_in_chaos_v1:zombie_clown, 10, 1, 1
5333, beach, regions_unexplored:grassy_beach, MONSTER, born_in_chaos_v1:zombie_fisherman, 30, 1, 1
5334, beach, regions_unexplored:grassy_beach, MONSTER, born_in_chaos_v1:zombie_lumberjack, 25, 1, 1
5335, beach, regions_unexplored:grassy_beach, MONSTER, mekanismadditions:baby_creeper, 50, 2, 2
5336, beach, regions_unexplored:grassy_beach, MONSTER, mekanismadditions:baby_enderman, 10, 1, 2
5337, beach, regions_unexplored:grassy_beach, MONSTER, mekanismadditions:baby_skeleton, 50, 2, 2
5338, beach, regions_unexplored:grassy_beach, CREATURE, minecraft:sheep, 12, 4, 4
5339, beach, regions_unexplored:grassy_beach, CREATURE, minecraft:turtle, 10, 2, 5
5340, beach, regions_unexplored:grassy_beach, CREATURE, naturalist:cardinal, 10, 3, 4
5341, beach, regions_unexplored:grassy_beach, CREATURE, naturalist:coral_snake, 10, 1, 1
5342, beach, regions_unexplored:grassy_beach, CREATURE, alexsmobs:seal, 20, 3, 8
5343, beach, regions_unexplored:grassy_beach, CREATURE, alexsmobs:seagull, 21, 3, 6
5344, beach, regions_unexplored:grassy_beach, CREATURE, fallout_wastelands_:brahmin, 60, 2, 5
5345, beach, regions_unexplored:grassy_beach, CREATURE, adorablehamsterpets:hamster, 30, 1, 1
5346, beach, regions_unexplored:grassy_beach, CREATURE, born_in_chaos_v1:thornshell_crab, 10, 1, 1
5347, beach, regions_unexplored:grassy_beach, AMBIENT, minecraft:bat, 10, 8, 8
5348, beach, regions_unexplored:grassy_beach, AMBIENT, alexsmobs:fly, 10, 2, 3
5349, beach, regions_unexplored:grassy_beach, AMBIENT, alexsmobs:cockroach, 10, 5, 5
5350, beach, regions_unexplored:grassy_beach, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
5351, beach, regions_unexplored:grassy_beach, WATER_CREATURE, born_in_chaos_v1:corpse_fish, 10, 3, 5
5352, beach, regions_unexplored:grassy_beach, WATER_CREATURE, born_in_chaos_v1:glutton_fish, 10, 1, 1
5353, beach, regions_unexplored:grassy_beach, WATER_CREATURE, thalassophobia:jellyfish, 40, 13, 30
5354, beach, regions_unexplored:grassy_beach, WATER_AMBIENT, collectorsreap:chieftain_crab, 10, 1, 3
5355, beach, regions_unexplored:grassy_beach, WATER_AMBIENT, alexsmobs:lobster, 10, 3, 5
5356, beach, regions_unexplored:grassy_beach, WATER_AMBIENT, alexsmobs:devils_hole_pupfish, 23, 5, 12
5357, beach, regions_unexplored:gravel_beach, MONSTER, minecraft:spider, 80, 4, 4
5358, beach, regions_unexplored:gravel_beach, MONSTER, minecraft:zombie, 80, 4, 4
5359, beach, regions_unexplored:gravel_beach, MONSTER, minecraft:zombie_villager, 10, 1, 1
5360, beach, regions_unexplored:gravel_beach, MONSTER, minecraft:skeleton, 80, 4, 4
5361, beach, regions_unexplored:gravel_beach, MONSTER, minecraft:creeper, 80, 4, 4
5362, beach, regions_unexplored:gravel_beach, MONSTER, minecraft:slime, 80, 4, 4
5363, beach, regions_unexplored:gravel_beach, MONSTER, minecraft:enderman, 5, 1, 4
5364, beach, regions_unexplored:gravel_beach, MONSTER, minecraft:witch, 5, 1, 1
5365, beach, regions_unexplored:gravel_beach, MONSTER, alexsmobs:centipede_head, 10, 1, 1
5366, beach, regions_unexplored:gravel_beach, MONSTER, alexsmobs:farseer, 30, 1, 1
5367, beach, regions_unexplored:gravel_beach, MONSTER, alexsmobs:murmur, 10, 1, 1
5368, beach, regions_unexplored:gravel_beach, MONSTER, born_in_chaos_v1:baby_skeleton, 25, 1, 2
5369, beach, regions_unexplored:gravel_beach, MONSTER, born_in_chaos_v1:baby_spider, 16, 3, 5
5370, beach, regions_unexplored:gravel_beach, MONSTER, born_in_chaos_v1:barrel_zombie, 25, 1, 1
5371, beach, regions_unexplored:gravel_beach, MONSTER, born_in_chaos_v1:bloody_gadfly, 15, 1, 1
5372, beach, regions_unexplored:gravel_beach, MONSTER, born_in_chaos_v1:bonescaller, 11, 1, 1
5373, beach, regions_unexplored:gravel_beach, MONSTER, born_in_chaos_v1:corpse_fly, 12, 1, 3
5374, beach, regions_unexplored:gravel_beach, MONSTER, born_in_chaos_v1:dark_vortex, 14, 1, 1
5375, beach, regions_unexplored:gravel_beach, MONSTER, born_in_chaos_v1:decaying_zombie, 30, 1, 1
5376, beach, regions_unexplored:gravel_beach, MONSTER, born_in_chaos_v1:decrepit_skeleton, 20, 1, 1
5377, beach, regions_unexplored:gravel_beach, MONSTER, born_in_chaos_v1:dire_hound_leader, 10, 1, 1
5378, beach, regions_unexplored:gravel_beach, MONSTER, born_in_chaos_v1:door_knight, 13, 1, 1
5379, beach, regions_unexplored:gravel_beach, MONSTER, born_in_chaos_v1:dread_hound, 15, 3, 5
5380, beach, regions_unexplored:gravel_beach, MONSTER, born_in_chaos_v1:fallen_chaos_knight, 10, 1, 1
5381, beach, regions_unexplored:gravel_beach, MONSTER, golemoverhaul:slime_golem, 25, 1, 2
5382, beach, regions_unexplored:gravel_beach, MONSTER, born_in_chaos_v1:krampus, 10, 1, 1
5383, beach, regions_unexplored:gravel_beach, MONSTER, born_in_chaos_v1:krampus_henchman, 10, 2, 3
5384, beach, regions_unexplored:gravel_beach, MONSTER, born_in_chaos_v1:lifestealer, 10, 1, 1
5385, beach, regions_unexplored:gravel_beach, MONSTER, born_in_chaos_v1:missioner, 10, 1, 1
5386, beach, regions_unexplored:gravel_beach, MONSTER, born_in_chaos_v1:mother_spider, 15, 1, 1
5387, beach, regions_unexplored:gravel_beach, MONSTER, born_in_chaos_v1:mr_pumpkin, 15, 1, 3
5388, beach, regions_unexplored:gravel_beach, MONSTER, born_in_chaos_v1:mrs_pumpkin, 13, 1, 1
5389, beach, regions_unexplored:gravel_beach, MONSTER, born_in_chaos_v1:nightmare_stalker, 10, 1, 1
5390, beach, regions_unexplored:gravel_beach, MONSTER, born_in_chaos_v1:phantom_creeper, 10, 1, 1
5391, beach, regions_unexplored:gravel_beach, MONSTER, born_in_chaos_v1:pumpkin_bruiser, 10, 1, 1
5392, beach, regions_unexplored:gravel_beach, MONSTER, born_in_chaos_v1:restless_spirit, 20, 1, 1
5393, beach, regions_unexplored:gravel_beach, MONSTER, born_in_chaos_v1:senor_pumpkin, 10, 1, 2
5394, beach, regions_unexplored:gravel_beach, MONSTER, more_critters:shriekbat, 10, 1, 1
5395, beach, regions_unexplored:gravel_beach, MONSTER, born_in_chaos_v1:siamese_skeletons, 16, 1, 1
5396, beach, regions_unexplored:gravel_beach, MONSTER, born_in_chaos_v1:sir_pumpkinhead, 10, 1, 1
5397, beach, regions_unexplored:gravel_beach, MONSTER, born_in_chaos_v1:skeleton_demoman, 12, 1, 1
5398, beach, regions_unexplored:gravel_beach, MONSTER, born_in_chaos_v1:skeleton_thrasher, 10, 1, 1
5399, beach, regions_unexplored:gravel_beach, MONSTER, born_in_chaos_v1:spirit_guide_assistant, 10, 2, 2
5400, beach, regions_unexplored:gravel_beach, MONSTER, born_in_chaos_v1:spirit_guide, 16, 1, 1
5401, beach, regions_unexplored:gravel_beach, MONSTER, born_in_chaos_v1:spiritof_chaos, 10, 1, 1
5402, beach, regions_unexplored:gravel_beach, MONSTER, born_in_chaos_v1:supreme_bonescaller, 10, 1, 1
5403, beach, regions_unexplored:gravel_beach, MONSTER, born_in_chaos_v1:swarmer, 11, 1, 1
5404, beach, regions_unexplored:gravel_beach, MONSTER, born_in_chaos_v1:zombie_bruiser, 16, 1, 1
5405, beach, regions_unexplored:gravel_beach, MONSTER, born_in_chaos_v1:zombie_clown, 10, 1, 1
5406, beach, regions_unexplored:gravel_beach, MONSTER, born_in_chaos_v1:zombie_fisherman, 30, 1, 1
5407, beach, regions_unexplored:gravel_beach, MONSTER, born_in_chaos_v1:zombie_lumberjack, 25, 1, 1
5408, beach, regions_unexplored:gravel_beach, MONSTER, mekanismadditions:baby_creeper, 50, 2, 2
5409, beach, regions_unexplored:gravel_beach, MONSTER, mekanismadditions:baby_enderman, 10, 1, 2
5410, beach, regions_unexplored:gravel_beach, MONSTER, mekanismadditions:baby_skeleton, 50, 2, 2
5411, beach, regions_unexplored:gravel_beach, CREATURE, minecraft:sheep, 12, 4, 4
5412, beach, regions_unexplored:gravel_beach, CREATURE, naturalist:coral_snake, 10, 1, 1
5413, beach, regions_unexplored:gravel_beach, CREATURE, alexsmobs:seal, 20, 3, 8
5414, beach, regions_unexplored:gravel_beach, CREATURE, alexsmobs:seagull, 21, 3, 6
5415, beach, regions_unexplored:gravel_beach, CREATURE, fallout_wastelands_:brahmin, 60, 2, 5
5416, beach, regions_unexplored:gravel_beach, CREATURE, adorablehamsterpets:hamster, 30, 1, 1
5417, beach, regions_unexplored:gravel_beach, CREATURE, born_in_chaos_v1:thornshell_crab, 10, 1, 1
5418, beach, regions_unexplored:gravel_beach, AMBIENT, minecraft:bat, 10, 8, 8
5419, beach, regions_unexplored:gravel_beach, AMBIENT, alexsmobs:fly, 10, 2, 3
5420, beach, regions_unexplored:gravel_beach, AMBIENT, alexsmobs:cockroach, 10, 5, 5
5421, beach, regions_unexplored:gravel_beach, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
5422, beach, regions_unexplored:gravel_beach, WATER_CREATURE, born_in_chaos_v1:corpse_fish, 10, 3, 5
5423, beach, regions_unexplored:gravel_beach, WATER_CREATURE, born_in_chaos_v1:glutton_fish, 10, 1, 1
5424, beach, regions_unexplored:gravel_beach, WATER_CREATURE, thalassophobia:jellyfish, 40, 13, 30
5425, beach, regions_unexplored:gravel_beach, WATER_AMBIENT, collectorsreap:chieftain_crab, 10, 1, 3
5426, beach, regions_unexplored:gravel_beach, WATER_AMBIENT, alexsmobs:lobster, 10, 3, 5
5427, beach, regions_unexplored:gravel_beach, WATER_AMBIENT, alexsmobs:devils_hole_pupfish, 23, 5, 12
5428, nether, evenbetternether:gravel_desert, MONSTER, minecraft:zombified_piglin, 10, 1, 4
5429, nether, evenbetternether:gravel_desert, MONSTER, alexsmobs:bone_serpent, 10, 1, 1
5430, nether, evenbetternether:gravel_desert, MONSTER, alexsmobs:farseer, 30, 1, 1
5431, nether, evenbetternether:gravel_desert, MONSTER, born_in_chaos_v1:baby_skeleton, 25, 1, 2
5432, nether, evenbetternether:gravel_desert, MONSTER, born_in_chaos_v1:baby_spider, 16, 3, 5
5433, nether, evenbetternether:gravel_desert, MONSTER, born_in_chaos_v1:barrel_zombie, 25, 1, 1
5434, nether, evenbetternether:gravel_desert, MONSTER, born_in_chaos_v1:bloody_gadfly, 15, 1, 1
5435, nether, evenbetternether:gravel_desert, MONSTER, born_in_chaos_v1:bonescaller, 11, 1, 1
5436, nether, evenbetternether:gravel_desert, MONSTER, born_in_chaos_v1:corpse_fly, 12, 1, 3
5437, nether, evenbetternether:gravel_desert, MONSTER, born_in_chaos_v1:dark_vortex, 14, 1, 1
5438, nether, evenbetternether:gravel_desert, MONSTER, born_in_chaos_v1:decaying_zombie, 30, 1, 1
5439, nether, evenbetternether:gravel_desert, MONSTER, born_in_chaos_v1:decrepit_skeleton, 20, 1, 1
5440, nether, evenbetternether:gravel_desert, MONSTER, born_in_chaos_v1:dire_hound_leader, 10, 1, 1
5441, nether, evenbetternether:gravel_desert, MONSTER, born_in_chaos_v1:door_knight, 13, 1, 1
5442, nether, evenbetternether:gravel_desert, MONSTER, born_in_chaos_v1:dread_hound, 15, 3, 5
5443, nether, evenbetternether:gravel_desert, MONSTER, born_in_chaos_v1:fallen_chaos_knight, 10, 1, 1
5444, nether, evenbetternether:gravel_desert, MONSTER, born_in_chaos_v1:krampus, 10, 1, 1
5445, nether, evenbetternether:gravel_desert, MONSTER, born_in_chaos_v1:krampus_henchman, 10, 2, 3
5446, nether, evenbetternether:gravel_desert, MONSTER, born_in_chaos_v1:lifestealer, 10, 1, 1
5447, nether, evenbetternether:gravel_desert, MONSTER, born_in_chaos_v1:missioner, 10, 1, 1
5448, nether, evenbetternether:gravel_desert, MONSTER, born_in_chaos_v1:mother_spider, 15, 1, 1
5449, nether, evenbetternether:gravel_desert, MONSTER, born_in_chaos_v1:mr_pumpkin, 15, 1, 3
5450, nether, evenbetternether:gravel_desert, MONSTER, born_in_chaos_v1:mrs_pumpkin, 13, 1, 1
5451, nether, evenbetternether:gravel_desert, MONSTER, born_in_chaos_v1:nightmare_stalker, 10, 1, 1
5452, nether, evenbetternether:gravel_desert, MONSTER, born_in_chaos_v1:phantom_creeper, 10, 1, 1
5453, nether, evenbetternether:gravel_desert, MONSTER, born_in_chaos_v1:pumpkin_bruiser, 10, 1, 1
5454, nether, evenbetternether:gravel_desert, MONSTER, born_in_chaos_v1:restless_spirit, 20, 1, 1
5455, nether, evenbetternether:gravel_desert, MONSTER, born_in_chaos_v1:senor_pumpkin, 10, 1, 2
5456, nether, evenbetternether:gravel_desert, MONSTER, more_critters:shriekbat, 10, 1, 1
5457, nether, evenbetternether:gravel_desert, MONSTER, born_in_chaos_v1:siamese_skeletons, 16, 1, 1
5458, nether, evenbetternether:gravel_desert, MONSTER, born_in_chaos_v1:sir_pumpkinhead, 10, 1, 1
5459, nether, evenbetternether:gravel_desert, MONSTER, born_in_chaos_v1:skeleton_demoman, 12, 1, 1
5460, nether, evenbetternether:gravel_desert, MONSTER, born_in_chaos_v1:skeleton_thrasher, 10, 1, 1
5461, nether, evenbetternether:gravel_desert, MONSTER, born_in_chaos_v1:spirit_guide_assistant, 10, 2, 2
5462, nether, evenbetternether:gravel_desert, MONSTER, born_in_chaos_v1:spirit_guide, 16, 1, 1
5463, nether, evenbetternether:gravel_desert, MONSTER, born_in_chaos_v1:spiritof_chaos, 10, 1, 1
5464, nether, evenbetternether:gravel_desert, MONSTER, born_in_chaos_v1:supreme_bonescaller, 10, 1, 1
5465, nether, evenbetternether:gravel_desert, MONSTER, born_in_chaos_v1:swarmer, 11, 1, 1
5466, nether, evenbetternether:gravel_desert, MONSTER, born_in_chaos_v1:zombie_bruiser, 16, 1, 1
5467, nether, evenbetternether:gravel_desert, MONSTER, born_in_chaos_v1:zombie_clown, 10, 1, 1
5468, nether, evenbetternether:gravel_desert, MONSTER, born_in_chaos_v1:zombie_fisherman, 30, 1, 1
5469, nether, evenbetternether:gravel_desert, MONSTER, born_in_chaos_v1:zombie_lumberjack, 25, 1, 1
5470, nether, evenbetternether:gravel_desert, MONSTER, minecraft:ghast, 7, 4, 4
5471, nether, evenbetternether:gravel_desert, CREATURE, alexsmobs:laviathan, 15, 1, 1
